,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
178,300,51666,148,b'GALAXY',b'STARFORMING',0.02669588,368.8356,118.5855,264.2934,51.65891,13.07165,65.03606,53.40012,-35.9714,-4.638381
179,300,51943,241,b'GALAXY',b'STARBURST',0.07680681,2102.193,389.9359,131.3999,810.3309,56.62984,336.6863,264.5386,-50.53445,-19.49334
180,266,51630,100,b'GALAXY',b'STARBURST',0.0047763,18835.12,5755.302,31517.64,219.5181,140.5447,491.8314,386.6843,-1776.436,-18.91684
181,266,51630,324,b'GALAXY',b'STARFORMING',0.06147218,316.7157,100.3149,136.573,50.85091,10.48476,68.23723,43.28254,-35.96257,-6.662622
182,267,51608,84,b'GALAXY',b'AGN',0.08362079,203.1273,56.25274,255.691,277.184,38.12624,81.41887,66.64014,-6.509332,-8.90536
183,267,51608,181,b'GALAXY',b'STARFORMING',0.03704123,142.7995,38.72056,61.89884,20.31067,8.183682,28.70416,21.9203,-29.268,-3.897695
184,267,51608,244,b'GALAXY',b'STARFORMING',0.08136618,354.9441,77.33115,24.42945,113.7861,11.77949,66.79474,49.54191,-33.45014,-10.59298
185,268,51633,136,b'GALAXY',b'STARFORMING',0.08837859,275.9362,62.26284,16.22207,92.25349,11.20867,46.21868,34.84282,-22.85673,-7.785167
186,268,51633,433,b'GALAXY',b'STARBURST',0.08737121,2461.139,438.9782,288.1552,912.5567,76.85454,385.6751,315.8388,-86.46703,-32.01997
187,268,51633,621,b'GALAXY',b'AGN BROADLINE',0.2151756,479.0676,85.22955,261.0777,311.9008,21.92163,65.65634,52.8606,-33.44124,-21.39183
188,269,51910,199,b'GALAXY',b'STARBURST',0.1226908,978.9601,219.2803,85.29597,424.3368,26.39112,150.0139,115.6628,-78.72408,-34.18681
189,270,51909,50,b'GALAXY',b'AGN BROADLINE',0.04243781,635.1912,108.6319,687.4507,634.578,77.27667,248.9403,209.4751,-17.37357,-14.11501
190,270,51909,291,b'GALAXY',b'STARFORMING',0.04344077,417.4377,82.42498,32.02139,124.8211,14.06994,94.64693,54.62796,-32.15743,-9.604229
191,272,51941,132,b'GALAXY',b'STARFORMING',0.06151316,282.0986,79.86786,83.67729,55.99494,10.95037,54.34764,38.12459,-41.76935,-8.279317
192,273,51957,342,b'GALAXY',b'AGN',0.09687928,261.7413,67.02151,235.2785,225.9753,44.10396,117.4903,88.65932,-18.7868,-15.76229
193,273,51957,480,b'GALAXY',b'STARBURST',0.09655832,394.9946,109.8357,32.3434,126.8341,12.06885,67.29556,53.21474,-42.20525,-14.07519
194,274,51913,419,b'GALAXY',b'STARFORMING',0.05914621,261.8888,40.46021,13.50257,110.2647,11.37709,53.06108,35.97949,-18.58799,-7.630463
195,275,51910,3,b'GALAXY',b'STARBURST',0.06768276,527.3449,132.4365,71.03616,143.9382,18.98693,110.1121,74.74555,-57.74039,-15.75461
196,275,51910,152,b'GALAXY',b'STARFORMING',0.1149735,380.8466,79.17403,50.32706,144.8603,11.47794,69.22199,47.62257,-29.79352,-11.19593
197,275,51910,476,b'GALAXY',b'STARFORMING',0.02630042,618.0786,133.2381,123.5949,474.2331,80.1551,287.626,205.625,-17.83476,-13.393
198,276,51909,25,b'GALAXY',b'AGN',0.1141904,103.9076,23.3438,101.314,103.7861,14.40993,35.67229,33.09203,-11.71076,-9.387446
199,276,51909,239,b'GALAXY',b'STARBURST',0.07412218,513.5345,127.035,52.84577,157.5916,13.40137,96.72636,69.24665,-36.43274,-10.772
200,276,51909,242,b'GALAXY',b'',0.1156367,250.2202,50.85519,11.30763,115.1538,8.767488,44.68783,30.57519,-25.22609,-11.5645
201,276,51909,590,b'GALAXY',b'STARFORMING',0.03928244,603.2892,131.4987,104.4028,206.3988,32.2869,146.7974,102.1826,-25.30673,-8.807433
202,277,51908,490,b'GALAXY',b'STARBURST',0.04979068,383.1319,124.6216,85.42223,94.51383,12.48293,84.93108,57.87333,-45.22551,-11.26269
203,278,51900,205,b'GALAXY',b'STARFORMING',0.1084826,309.3083,54.94825,16.83056,155.5354,14.92051,60.88506,43.18663,-29.03798,-13.81065
204,278,51900,218,b'GALAXY',b'STARFORMING',0.03825541,385.7111,107.0232,125.3864,71.6879,12.79511,76.35878,50.93597,-42.93991,-7.591872
205,278,51900,392,b'GALAXY',b'STARBURST',0.1016841,2703.311,692.1878,805.4864,611.5193,74.551,419.2635,315.8529,-105.66,-24.02258
206,279,51608,11,b'GALAXY',b'STARBURST',0.05019517,347.5454,115.4782,233.2247,45.15194,15.48183,64.90401,47.59558,-52.84966,-6.691646
207,279,51608,77,b'GALAXY',b'STARFORMING',0.06892508,301.3291,82.83189,96.89584,56.08359,10.74286,65.26768,42.72984,-36.91491,-6.516974
208,279,51608,223,b'GALAXY',b'STARBURST',0.07223091,320.0948,84.83987,84.28352,83.63903,9.393789,64.75433,44.18373,-43.757,-10.94605
209,279,51984,397,b'GALAXY',b'STARBURST',0.07278237,329.4857,104.9632,80.22011,83.84126,14.27429,64.49587,46.7653,-47.37599,-12.21808
210,280,51612,89,b'GALAXY',b'STARBURST',0.0400748,479.9044,152.6523,155.8914,114.0964,17.21944,109.0181,75.73763,-42.23407,-10.5578
211,280,51612,166,b'GALAXY',b'STARFORMING',0.07335193,108.2154,25.76245,14.25116,35.92215,6.500576,27.78439,18.80275,-20.13555,-6.647748
212,280,51612,323,b'GALAXY',b'STARBURST',0.057577,984.1045,194.6794,122.7734,315.7757,21.47515,166.3877,116.107,-55.59151,-17.94352
213,281,51614,140,b'GALAXY',b'STARBURST',0.06191791,348.2754,79.62691,57.03772,97.29269,13.62169,74.79091,51.36239,-47.90691,-13.3743
214,281,51614,206,b'GALAXY',b'STARFORMING',0.04205796,429.8592,46.3578,29.58962,222.0574,21.52734,77.20524,57.67603,-9.440722,-4.94235
215,281,51614,230,b'GALAXY',b'AGN',0.04872853,1025.164,237.7314,1897.493,768.3726,108.6693,320.4705,256.8765,-19.20058,-13.47301
216,281,51614,515,b'GALAXY',b'STARBURST',0.104035,525.0442,97.17891,38.50795,237.3797,17.72931,86.15811,72.3738,-52.67683,-23.77221
217,283,51959,170,b'GALAXY',b'STARBURST',0.1201918,435.0278,98.36333,22.95435,151.7291,9.57394,67.50512,44.6757,-39.27082,-13.52976
218,283,51959,595,b'GALAXY',b'STARFORMING',0.04709229,131.6156,26.28679,21.83965,47.5487,10.44598,35.40441,21.0302,-8.967314,-3.051569
219,284,51662,425,b'GALAXY',b'STARBURST',0.07942107,321.3488,76.37176,64.31393,95.25562,15.39534,72.30988,41.87764,-50.24343,-14.89085
220,284,51943,508,b'GALAXY',b'STARFORMING',0.05646652,733.7533,161.2376,64.66861,260.5429,21.76641,120.7612,87.68684,-39.76182,-14.00961
221,285,51663,38,b'GALAXY',b'STARFORMING',0.08270715,142.1368,30.1918,36.12397,30.45182,14.13947,37.22874,30.3101,-28.49534,-6.367859
222,285,51663,417,b'GALAXY',b'STARFORMING',0.07799308,759.0236,185.6198,181.8349,392.6957,25.77658,142.52,107.6628,-30.75285,-15.61597
223,286,51999,115,b'GALAXY',b'STARFORMING',0.06284298,348.8574,70.77538,69.98228,173.4184,23.56286,73.14693,52.85388,-15.77632,-8.098708
224,287,52023,108,b'GALAXY',b'STARBURST',0.02085222,1016.523,278.6549,653.9125,153.7324,40.34917,175.7065,135.937,-45.31585,-6.654374
225,287,52023,205,b'GALAXY',b'STARBURST',0.1143793,807.8409,175.5993,172.9278,363.6754,50.35277,184.9003,138.4799,-57.43503,-25.37386
226,288,52000,401,b'GALAXY',b'STARBURST',0.1173368,460.5592,118.6777,30.81444,205.4403,8.729768,61.50058,58.45136,-56.58212,-25.40281
227,289,51990,10,b'GALAXY',b'STARBURST',0.04823133,407.6655,115.8017,98.4165,108.9857,18.03859,86.54015,59.55347,-46.63084,-12.27972
228,290,51941,15,b'GALAXY',b'STARFORMING',0.04810444,1136.561,290.2408,50.49383,433.0243,26.29489,175.4478,128.844,-43.37922,-16.61177
229,290,51941,317,b'GALAXY',b'STARFORMING',0.1531762,346.9341,66.75296,52.57327,130.6832,13.29655,60.04168,48.51607,-32.6608,-12.56001
230,291,51928,299,b'GALAXY',b'STARBURST',0.07608227,643.9169,146.7894,37.0346,270.2305,21.83057,109.3367,80.69951,-44.62486,-18.86004
231,291,51928,484,b'GALAXY',b'STARBURST',0.08203045,546.182,150.0703,143.1208,138.0154,17.69714,98.03845,71.42422,-42.09229,-10.56019
232,292,51609,93,b'GALAXY',b'STARFORMING',0.08786316,985.4172,216.2272,171.1982,492.6194,15.03295,133.3944,110.3883,-58.96118,-27.80929
233,292,51609,309,b'GALAXY',b'STARFORMING',0.005418549,249.2612,81.97454,94.46296,55.30352,17.59989,49.23561,36.90862,-10.43913,-2.210704
234,292,51609,505,b'GALAXY',b'STARBURST',0.09314726,664.4633,188.8702,203.8832,160.252,22.38851,134.361,97.64306,-67.6504,-15.9445
235,293,51994,141,b'GALAXY',b'STARBURST',0.1888679,803.9871,202.0831,120.9051,334.7649,24.15177,125.1252,94.91611,-78.57631,-38.12214
236,293,51994,257,b'GALAXY',b'STARBURST',0.0468502,1192.926,403.5567,809.3398,167.9597,27.98953,183.3861,133.7604,-146.5997,-20.52471
237,294,51986,399,b'GALAXY',b'AGN',0.1858858,273.3194,71.77874,388.8724,191.9088,16.78743,58.52967,46.94173,-24.60558,-16.94653
238,295,51985,147,b'GALAXY',b'STARFORMING',0.1187955,318.4815,72.53809,30.58987,116.7368,12.25408,66.93988,47.34457,-33.51077,-11.96333
239,296,51665,426,b'GALAXY',b'STARFORMING',0.08202117,114.6265,28.4432,27.46624,71.25426,22.74363,61.60239,37.44012,-5.947713,-3.91179
240,266,51602,60,b'GALAXY',b'',0.1146981,863.9615,192.5399,131.3203,350.6291,31.44542,136.0053,105.1476,-56.77903,-23.32922
241,266,51630,439,b'GALAXY',b'AGN',0.123279,236.8927,56.34292,146.4084,173.0037,19.27157,57.86506,52.49122,-22.12315,-15.0662
242,267,51608,60,b'GALAXY',b'STARBURST',0.08940861,875.5927,196.5765,56.91388,352.4027,25.51764,149.3262,107.9706,-47.00596,-18.83199
243,267,51608,67,b'GALAXY',b'STARFORMING',0.04578607,404.6502,91.85473,85.69548,91.56993,14.9989,83.4271,59.16316,-22.79928,-5.073157
244,267,51608,214,b'GALAXY',b'STARFORMING',0.03680692,323.2633,70.00838,27.10915,108.3483,9.799683,72.98557,51.66182,-26.08637,-8.469065
245,268,51633,583,b'GALAXY',b'STARBURST',0.06573609,186.5519,45.47926,101.7655,19.52852,7.154094,35.40749,22.06789,-43.75158,-4.477447
246,268,51633,634,b'GALAXY',b'STARFORMING',0.04574162,93.14961,26.42593,16.0966,26.37182,6.616655,27.3742,16.45915,-17.60734,-4.906731
247,270,51909,165,b'GALAXY',b'AGN',0.04348949,524.6385,129.4118,513.5613,324.3851,36.54036,118.9272,89.18655,-13.64163,-8.692255
248,271,51883,178,b'GALAXY',b'AGN',0.1816841,473.5585,116.6527,761.2559,302.3525,21.52058,94.14565,78.4493,-39.21914,-22.57257
249,271,51883,202,b'GALAXY',b'STARBURST',0.06312257,183.4543,53.87339,92.12244,22.85246,8.051668,35.72394,26.71695,-49.04597,-5.695845
250,271,51883,595,b'GALAXY',b'STARBURST',0.05703671,732.1398,249.4185,972.3047,36.354,18.3098,71.61555,51.27864,-140.4465,-6.667676
251,273,51957,302,b'GALAXY',b'STARBURST',0.1151045,547.9263,121.0334,65.63297,199.5531,12.2099,91.93028,64.13903,-46.15092,-17.10683
252,273,51957,500,b'GALAXY',b'STARBURST',0.1284542,596.5327,173.6604,637.9993,70.48248,14.93491,65.05355,44.41303,-149.7223,-18.72597
253,274,51913,128,b'GALAXY',b'STARFORMING',0.0966225,382.9431,99.95011,36.31777,116.3285,11.61627,74.13834,52.84783,-32.74029,-10.16318
254,274,51913,521,b'GALAXY',b'STARFORMING',0.09344357,222.9627,49.75385,63.31488,51.37646,9.155939,49.56749,37.6072,-35.11504,-8.232379
255,275,51910,211,b'GALAXY',b'STARFORMING',0.03869415,241.3703,59.39381,55.18372,52.57009,11.06002,57.36547,39.92611,-27.17174,-6.151328
256,275,51910,225,b'GALAXY',b'STARBURST',0.1066423,609.1802,160.713,35.18815,233.6958,12.80409,97.91151,71.88726,-51.78212,-20.66373
257,275,51910,287,b'GALAXY',b'STARBURST',0.1436868,561.3403,156.5486,155.8936,164.1799,19.42065,97.84309,70.40829,-100.1266,-30.55255
258,275,51910,554,b'GALAXY',b'',0.09403174,97.42996,26.14436,33.07757,69.8905,22.22831,59.44056,42.85583,-5.164555,-3.573732
259,276,51909,428,b'GALAXY',b'STARBURST',0.05838009,371.3019,101.7444,41.2738,127.0471,8.269269,73.9123,51.17078,-44.07843,-15.22987
260,277,51908,39,b'GALAXY',b'STARBURST',0.04872381,844.2254,185.3576,48.06781,274.8033,18.98844,122.4629,96.04268,-44.26112,-14.36959
261,277,51908,267,b'GALAXY',b'STARBURST',0.1022687,514.4738,101.2278,24.17265,227.6318,13.95279,94.27887,68.60506,-41.57786,-18.27591
262,277,51908,538,b'GALAXY',b'STARFORMING',0.1072973,301.2163,78.95174,40.82839,81.46439,10.80852,57.21353,41.17305,-30.86799,-7.860714
263,277,51908,564,b'GALAXY',b'STARBURST',0.1285986,603.8868,120.9797,34.94532,232.4636,18.1583,97.01182,63.37471,-41.60663,-16.30493
264,278,51900,14,b'GALAXY',b'STARFORMING',0.06768384,252.9776,53.29949,16.77867,113.147,12.62155,55.41494,33.02233,-11.828,-5.251333
265,278,51900,398,b'GALAXY',b'STARFORMING',0.1272197,270.9361,53.77356,17.82948,88.80166,10.03105,53.19724,36.57098,-30.47732,-10.09486
266,279,51984,371,b'GALAXY',b'STARFORMING',0.0285547,694.9956,149.8979,33.84143,247.4336,13.22844,136.8175,98.48715,-31.51571,-11.31401
267,279,51608,454,b'GALAXY',b'STARBURST',0.2048592,853.6916,236.3295,645.4362,138.9459,13.18951,74.44607,57.7448,-337.3697,-62.73706
268,280,51612,239,b'GALAXY',b'STARFORMING',0.02532525,737.9554,191.2674,67.09137,225.47,20.45669,152.8194,110.0398,-33.89227,-10.4556
269,280,51612,370,b'GALAXY',b'STARBURST',0.06929749,683.7192,182.8111,210.7055,135.6803,21.13292,124.8884,86.98904,-59.54964,-11.83859
270,280,51612,378,b'GALAXY',b'STARFORMING',0.02303798,523.6902,130.2265,236.0773,72.15778,20.55232,97.36879,73.01786,-38.72794,-5.467678
271,280,51612,557,b'GALAXY',b'STARFORMING',0.04972108,375.9405,70.10333,33.59495,142.4219,17.59118,73.88764,54.01151,-24.31221,-9.251612
272,280,51612,579,b'GALAXY',b'STARBURST',0.1023846,202.2224,55.98046,99.37351,28.0122,7.142465,37.99415,24.99209,-48.73873,-6.143314
273,281,51614,547,b'GALAXY',b'AGN',0.07401329,343.8544,75.01492,116.318,268.2528,23.31604,75.94651,64.43839,-24.42994,-17.47331
274,282,51630,477,b'GALAXY',b'STARBURST',0.05011247,1015.563,265.0493,119.4363,281.4362,26.41432,225.5179,165.8716,-67.87815,-18.77342
275,282,51658,515,b'GALAXY',b'STARBURST',0.01954467,401.3104,99.93622,96.54147,83.58259,9.710098,73.16746,47.87507,-71.0196,-25.39266
276,283,51959,405,b'GALAXY',b'AGN',0.1364126,763.2798,126.46,486.0757,410.435,37.25865,149.1177,123.3943,-61.34976,-33.38913
277,283,51959,587,b'GALAXY',b'STARBURST',0.1048011,392.3133,94.35547,50.0794,112.1931,12.03534,79.83119,54.75636,-52.05461,-14.77222
278,284,51662,325,b'GALAXY',b'STARBURST',0.04715159,135.6051,40.76428,18.98689,42.70214,2.956867,25.69452,17.46819,-53.28302,-16.84559
279,284,51943,571,b'GALAXY',b'STARFORMING',0.05177204,139.0227,38.4692,25.19877,33.29665,6.451715,35.15958,26.93682,-19.91865,-5.022319
280,285,51663,141,b'GALAXY',b'STARBURST',0.06273753,562.0109,180.6386,490.0801,59.96788,16.57136,75.41873,58.84134,-80.69142,-8.652145
281,285,51930,535,b'GALAXY',b'STARBURST',0.1255528,258.1527,69.01063,33.7569,73.20316,9.671161,49.10699,37.59409,-49.17405,-14.16072
282,285,51930,589,b'GALAXY',b'STARFORMING',0.07536303,239.4111,63.18749,22.16762,83.89946,8.033191,42.73895,34.57012,-33.90995,-11.45877
283,286,51999,429,b'GALAXY',b'STARBURST',0.1618795,708.7477,196.6025,174.836,209.2393,34.53949,142.3556,104.0871,-53.63748,-15.62423
284,286,51999,523,b'GALAXY',b'STARBURST',0.07734366,797.8162,242.8275,184.2893,195.6247,15.15208,133.7468,101.15,-93.67917,-22.85777
285,286,51999,608,b'GALAXY',b'STARFORMING',0.01967806,540.798,86.36575,55.28922,270.7116,25.48069,117.3877,81.34328,-11.9169,-6.046169
286,287,52023,529,b'GALAXY',b'STARFORMING',0.02130958,176.3078,54.37585,52.7071,34.54259,8.261131,40.71617,30.12278,-23.44075,-4.395656
287,288,52000,356,b'GALAXY',b'',0.0209665,85.08028,18.02994,26.38791,30.39052,13.4363,35.98439,29.96038,-4.396211,-1.597131
288,288,52000,469,b'GALAXY',b'AGN',0.07386992,200.1229,53.48815,222.1848,184.143,17.75757,48.90609,48.02771,-7.602642,-6.919198
289,289,51990,208,b'GALAXY',b'',0.007084649,500.9575,80.44498,42.60566,453.6181,94.75026,214.9645,168.9993,-4.246693,-3.724351
290,290,51941,170,b'GALAXY',b'STARFORMING',0.06378543,333.5684,58.56956,87.34373,183.0149,12.56589,71.98176,58.13813,-16.20552,-8.983824
291,291,51928,390,b'GALAXY',b'STARFORMING',0.1084177,265.4182,38.89259,13.4093,145.8526,8.852581,39.94756,31.52235,-24.43467,-13.26242
292,291,51660,459,b'GALAXY',b'STARBURST',0.08281489,1016.096,192.3868,31.39709,373.1801,24.48173,130.2182,92.50794,-52.20404,-19.26211
293,292,51609,205,b'GALAXY',b'STARBURST',0.04876805,740.7274,223.5775,689.868,53.47766,15.82433,81.21386,58.04833,-125.4764,-9.673822
294,293,51994,384,b'GALAXY',b'',0.1048344,50.00242,17.14734,16.86764,39.20042,18.69552,21.03433,21.19305,-2.690048,-2.26424
295,294,51986,11,b'GALAXY',b'AGN',0.07483354,874.6277,188.9191,875.7302,650.0826,57.05173,174.1996,148.9175,-21.10604,-15.89054
296,294,51986,239,b'GALAXY',b'STARBURST',0.03100949,1112.448,313.4911,157.0005,365.6092,15.51812,167.1274,127.492,-97.54346,-32.3973
297,295,51985,485,b'GALAXY',b'STARBURST',0.08105011,734.5266,218.2394,218.6243,186.2931,21.76849,122.2304,86.88158,-62.11172,-16.28926
298,297,51959,77,b'GALAXY',b'',0.1326735,93.54047,22.61582,90.80483,108.6988,18.91589,42.86275,30.05459,-8.336239,-8.957397
299,297,51663,189,b'GALAXY',b'STARBURST',0.0766554,304.0403,68.58228,40.67109,83.40101,12.26792,68.92953,43.70042,-41.08942,-11.05551
300,297,51959,296,b'GALAXY',b'STARFORMING',0.08636355,163.5069,45.49659,23.27443,39.38865,6.771669,39.74213,28.75739,-23.88707,-6.052832
301,266,51630,209,b'GALAXY',b'',0.1473114,1584.278,472.8501,1647.43,230.83,18.41255,109.4629,92.22054,-437.3664,-63.32254
302,266,51630,428,b'GALAXY',b'STARFORMING',0.1222728,196.0961,43.1407,50.93515,132.1341,16.807,36.30586,36.36559,-17.44896,-11.26874
303,266,51630,556,b'GALAXY',b'STARBURST',0.005922012,777.9006,229.5928,354.5447,119.7829,13.31022,118.692,83.47686,-76.46999,-12.25052
304,267,51608,58,b'GALAXY',b'STARBURST',0.0891128,228.8008,60.60601,58.85229,53.63553,8.712956,54.90516,28.82332,-44.38,-10.07432
305,267,51608,569,b'GALAXY',b'STARBURST',0.09804763,311.0261,78.53085,19.06509,108.5181,13.36467,52.47213,37.7506,-39.28748,-14.03372
306,267,51608,589,b'GALAXY',b'STARFORMING',0.04755318,330.7124,104.6024,137.3915,56.0465,13.06696,67.02821,46.23217,-42.82965,-7.244497
307,268,51633,475,b'GALAXY',b'STARBURST',0.1686911,2380.104,635.9915,874.7198,519.4781,60.66886,297.4153,236.1476,-212.1991,-45.61127
308,269,51910,65,b'GALAXY',b'STARFORMING',0.09424894,238.1157,51.02438,23.55211,84.16088,9.523151,48.43261,33.69647,-31.87198,-11.20184
309,270,51909,436,b'GALAXY',b'STARBURST',0.09599313,742.1401,204.4591,139.5442,255.3538,26.68275,130.282,99.52082,-60.93238,-20.85324
310,270,51909,536,b'GALAXY',b'STARBURST',0.0943777,726.6811,201.7651,144.2133,179.4393,19.64247,130.8258,93.12086,-97.4498,-24.19312
311,271,51883,221,b'GALAXY',b'STARBURST',0.2001533,588.457,162.9906,137.0908,168.6444,18.32531,90.35265,65.82403,-85.45344,-25.58353
312,272,51941,226,b'GALAXY',b'STARBURST',0.1108841,224.9133,72.52448,53.88473,62.7491,6.845811,46.15477,31.32542,-47.5827,-16.26018
313,272,51941,355,b'GALAXY',b'STARFORMING',0.07154511,324.8473,48.49339,18.64381,173.8054,14.89032,54.73281,36.65383,-23.39165,-12.4979
314,273,51957,78,b'GALAXY',b'STARBURST',0.02795164,1410.943,262.4737,173.6635,377.5543,50.82738,304.581,216.8607,-53.42544,-14.43495
315,273,51957,413,b'GALAXY',b'STARBURST',0.02889339,1404.987,398.5452,229.5169,381.7099,33.99814,281.4323,196.3701,-59.96804,-16.12036
316,273,51957,420,b'GALAXY',b'AGN',0.08881485,140.4845,26.35147,41.9033,179.4907,16.62136,57.401,46.08082,-11.832,-13.69745
317,273,51957,464,b'GALAXY',b'STARBURST',0.02836903,4317.115,1222.833,679.0068,1385.483,62.05159,694.3884,489.7947,-84.31559,-27.10615
318,274,51913,229,b'GALAXY',b'STARBURST',0.02335118,573.8527,160.7091,538.1727,36.2122,13.93854,71.79288,55.28625,-128.7229,-8.529343
319,274,51913,292,b'GALAXY',b'STARFORMING',0.1428779,176.2193,26.64101,11.86022,116.255,7.578009,29.98795,26.54908,-16.7647,-10.48066
320,274,51913,481,b'GALAXY',b'STARFORMING',0.09476225,522.5592,134.1268,44.02643,201.2973,14.01092,78.66747,60.92708,-34.61319,-13.29359
321,274,51913,615,b'GALAXY',b'STARFORMING',0.07118442,237.3875,62.30303,65.71804,50.26369,10.18482,52.2425,34.08172,-37.92718,-8.230535
322,275,51910,276,b'GALAXY',b'STARFORMING',0.08539017,458.513,94.19336,98.17214,309.0193,25.53643,84.48952,69.07595,-27.08146,-17.59221
323,275,51910,342,b'GALAXY',b'STARBURST',0.06573834,352.2397,87.37702,101.5062,63.39576,13.34582,75.72784,52.03394,-44.51067,-8.324771
324,276,51909,147,b'GALAXY',b'AGN',0.108132,193.9807,52.62799,146.0262,98.12299,16.56787,53.25348,41.46976,-17.57425,-7.685502
325,277,51908,24,b'GALAXY',b'STARFORMING',0.01707291,597.7001,137.3615,35.18909,196.0891,16.7617,108.6797,69.27188,-20.09814,-6.617388
326,279,51608,142,b'GALAXY',b'',0.07286824,104.228,22.72595,61.70662,79.20422,16.08005,34.52422,22.06596,-6.216703,-4.679145
327,280,51612,451,b'GALAXY',b'STARFORMING',0.03967798,438.7521,115.4247,84.41818,115.2141,13.19086,96.22418,66.76893,-28.55495,-7.468561
328,281,51614,229,b'GALAXY',b'STARFORMING',0.02525891,248.6671,72.89809,125.254,38.57106,11.43252,52.37503,34.38809,-29.35953,-4.613562
329,282,51658,116,b'GALAXY',b'STARFORMING',0.0763794,279.2179,69.75832,32.15889,91.08679,9.394362,60.60669,42.76921,-30.23715,-9.682548
330,282,51630,128,b'GALAXY',b'STARBURST',0.04639664,225.1348,59.68867,68.6942,45.94681,8.611403,59.28265,37.91835,-34.07185,-6.29994
331,283,51959,496,b'GALAXY',b'STARBURST',0.01313747,3858.455,972.2564,748.4199,1035.608,64.08985,672.3165,515.2163,-90.35116,-23.21363
332,284,51943,7,b'GALAXY',b'STARBURST',0.03648656,5264.038,1586.135,4160.298,602.9774,140.7342,704.3169,495.8525,-152.3042,-17.94803
333,284,51662,84,b'GALAXY',b'STARFORMING',0.1338594,245.5316,62.49388,19.96308,94.37292,14.39797,46.02535,36.77783,-26.13271,-9.41484
334,284,51943,397,b'GALAXY',b'STARBURST',0.04765574,1641.081,327.4019,59.24886,699.8583,42.95701,233.059,192.9769,-43.77794,-18.75528
335,285,51930,51,b'GALAXY',b'STARBURST',0.0940584,431.9577,92.5031,15.71726,160.4789,10.01098,60.35268,42.92568,-39.25814,-14.61253
336,285,51663,328,b'GALAXY',b'STARBURST',0.1572439,682.6703,197.5038,139.4325,242.7735,22.19066,132.9728,99.93964,-68.8734,-25.22091
